cat_gral,name,mes,ano,categoria,tipo,visitantes,ap
PN,Baritú,9,2012,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,9,2012,Residentes,Estudiantes,,PN Baritú
PN,Baritú,9,2012,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,9,2012,Residentes,Menores,,PN Baritú
PN,Baritú,10,2012,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,10,2012,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,10,2012,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,10,2012,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,10,2012,Residentes,Estudiantes,,PN Baritú
PN,Baritú,10,2012,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,10,2012,Residentes,Menores,,PN Baritú
PN,Baritú,11,2012,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,11,2012,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,11,2012,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,11,2012,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,11,2012,Residentes,Estudiantes,,PN Baritú
PN,Baritú,11,2012,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,11,2012,Residentes,Menores,,PN Baritú
PN,Baritú,12,2012,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,12,2012,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,12,2012,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,12,2012,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,12,2012,Residentes,Estudiantes,,PN Baritú
PN,Baritú,12,2012,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,12,2012,Residentes,Menores,,PN Baritú
PN,Baritú,1,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,1,2013,Residentes,Nacionales Mayores,15,PN Baritú
PN,Baritú,1,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,1,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,1,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,1,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,1,2013,Residentes,Menores,,PN Baritú
PN,Baritú,2,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,2,2013,Residentes,Nacionales Mayores,3,PN Baritú
PN,Baritú,2,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,2,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,2,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,2,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,2,2013,Residentes,Menores,,PN Baritú
PN,Baritú,3,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,3,2013,Residentes,Nacionales Mayores,24,PN Baritú
PN,Baritú,3,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,3,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,3,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,3,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,3,2013,Residentes,Menores,,PN Baritú
PN,Baritú,4,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,4,2013,Residentes,Nacionales Mayores,4,PN Baritú
PN,Baritú,4,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,4,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,4,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,4,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,4,2013,Residentes,Menores,,PN Baritú
PN,Baritú,5,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,5,2013,Residentes,Nacionales Mayores,18,PN Baritú
PN,Baritú,5,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,5,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,5,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,5,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,5,2013,Residentes,Menores,,PN Baritú
PN,Baritú,6,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,6,2013,Residentes,Nacionales Mayores,33,PN Baritú
PN,Baritú,6,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,6,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,6,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,6,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,6,2013,Residentes,Menores,,PN Baritú
PN,Baritú,7,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,7,2013,Residentes,Nacionales Mayores,85,PN Baritú
PN,Baritú,7,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,7,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,7,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,7,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,7,2013,Residentes,Menores,,PN Baritú
PN,Baritú,8,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,8,2013,Residentes,Nacionales Mayores,53,PN Baritú
PN,Baritú,8,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,8,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,8,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,8,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,8,2013,Residentes,Menores,,PN Baritú
PN,Baritú,9,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,9,2013,Residentes,Nacionales Mayores,78,PN Baritú
PN,Baritú,9,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,9,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,9,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,9,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,9,2013,Residentes,Menores,,PN Baritú
PN,Baritú,10,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,10,2013,Residentes,Nacionales Mayores,96,PN Baritú
PN,Baritú,10,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,10,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,10,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,10,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,10,2013,Residentes,Menores,,PN Baritú
PN,Baritú,11,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,11,2013,Residentes,Nacionales Mayores,25,PN Baritú
PN,Baritú,11,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,11,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,11,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,11,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,11,2013,Residentes,Menores,,PN Baritú
PN,Baritú,12,2013,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,12,2013,Residentes,Nacionales Mayores,38,PN Baritú
PN,Baritú,12,2013,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,12,2013,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,12,2013,Residentes,Estudiantes,,PN Baritú
PN,Baritú,12,2013,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,12,2013,Residentes,Menores,,PN Baritú
PN,Baritú,1,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,1,2014,Residentes,Nacionales Mayores,40,PN Baritú
PN,Baritú,1,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,1,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,1,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,1,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,1,2014,Residentes,Menores,5,PN Baritú
PN,Baritú,2,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,2,2014,Residentes,Nacionales Mayores,10,PN Baritú
PN,Baritú,2,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,2,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,2,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,2,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,2,2014,Residentes,Menores,,PN Baritú
PN,Baritú,3,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,3,2014,Residentes,Nacionales Mayores,17,PN Baritú
PN,Baritú,3,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,3,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,3,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,3,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,3,2014,Residentes,Menores,,PN Baritú
PN,Baritú,4,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,4,2014,Residentes,Nacionales Mayores,15,PN Baritú
PN,Baritú,4,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,4,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,4,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,4,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,4,2014,Residentes,Menores,3,PN Baritú
PN,Baritú,5,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,5,2014,Residentes,Nacionales Mayores,1,PN Baritú
PN,Baritú,5,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,5,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,5,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,5,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,5,2014,Residentes,Menores,,PN Baritú
PN,Baritú,6,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,6,2014,Residentes,Nacionales Mayores,42,PN Baritú
PN,Baritú,6,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,6,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,6,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,6,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,6,2014,Residentes,Menores,1,PN Baritú
PN,Baritú,7,2014,Extranjeros,Extranjeros,10,PN Baritú
PN,Baritú,7,2014,Residentes,Nacionales Mayores,58,PN Baritú
PN,Baritú,7,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,7,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,7,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,7,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,7,2014,Residentes,Menores,10,PN Baritú
PN,Baritú,8,2014,Extranjeros,Extranjeros,70,PN Baritú
PN,Baritú,8,2014,Residentes,Nacionales Mayores,52,PN Baritú
PN,Baritú,8,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,8,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,8,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,8,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,8,2014,Residentes,Menores,8,PN Baritú
PN,Baritú,9,2014,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,9,2014,Residentes,Nacionales Mayores,34,PN Baritú
PN,Baritú,9,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,9,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,9,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,9,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,9,2014,Residentes,Menores,36,PN Baritú
PN,Baritú,10,2014,Extranjeros,Extranjeros,9,PN Baritú
PN,Baritú,10,2014,Residentes,Nacionales Mayores,22,PN Baritú
PN,Baritú,10,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,10,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,10,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,10,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,10,2014,Residentes,Menores,15,PN Baritú
PN,Baritú,11,2014,Extranjeros,Extranjeros,5,PN Baritú
PN,Baritú,11,2014,Residentes,Nacionales Mayores,45,PN Baritú
PN,Baritú,11,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,11,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,11,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,11,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,11,2014,Residentes,Menores,10,PN Baritú
PN,Baritú,12,2014,Extranjeros,Extranjeros,5,PN Baritú
PN,Baritú,12,2014,Residentes,Nacionales Mayores,32,PN Baritú
PN,Baritú,12,2014,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,12,2014,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,12,2014,Residentes,Estudiantes,,PN Baritú
PN,Baritú,12,2014,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,12,2014,Residentes,Menores,10,PN Baritú
PN,Baritú,1,2015,Extranjeros,Extranjeros,16,PN Baritú
PN,Baritú,1,2015,Residentes,Nacionales Mayores,8,PN Baritú
PN,Baritú,1,2015,Residentes,Residentes Provinciales,3,PN Baritú
PN,Baritú,1,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,1,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,1,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,1,2015,Residentes,Menores,3,PN Baritú
PN,Baritú,2,2015,Extranjeros,Extranjeros,8,PN Baritú
PN,Baritú,2,2015,Residentes,Nacionales Mayores,16,PN Baritú
PN,Baritú,2,2015,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,2,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,2,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,2,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,2,2015,Residentes,Menores,,PN Baritú
PN,Baritú,3,2015,Extranjeros,Extranjeros,2,PN Baritú
PN,Baritú,3,2015,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,3,2015,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,3,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,3,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,3,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,3,2015,Residentes,Menores,,PN Baritú
PN,Baritú,4,2015,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,4,2015,Residentes,Nacionales Mayores,2,PN Baritú
PN,Baritú,4,2015,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,4,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,4,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,4,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,4,2015,Residentes,Menores,,PN Baritú
PN,Baritú,5,2015,Extranjeros,Extranjeros,8,PN Baritú
PN,Baritú,5,2015,Residentes,Nacionales Mayores,34,PN Baritú
PN,Baritú,5,2015,Residentes,Residentes Provinciales,1,PN Baritú
PN,Baritú,5,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,5,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,5,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,5,2015,Residentes,Menores,,PN Baritú
PN,Baritú,6,2015,Extranjeros,Extranjeros,6,PN Baritú
PN,Baritú,6,2015,Residentes,Nacionales Mayores,11,PN Baritú
PN,Baritú,6,2015,Residentes,Residentes Provinciales,19,PN Baritú
PN,Baritú,6,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,6,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,6,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,6,2015,Residentes,Menores,,PN Baritú
PN,Baritú,7,2015,Extranjeros,Extranjeros,43,PN Baritú
PN,Baritú,7,2015,Residentes,Nacionales Mayores,52,PN Baritú
PN,Baritú,7,2015,Residentes,Residentes Provinciales,25,PN Baritú
PN,Baritú,7,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,7,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,7,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,7,2015,Residentes,Menores,5,PN Baritú
PN,Baritú,8,2015,Extranjeros,Extranjeros,60,PN Baritú
PN,Baritú,8,2015,Residentes,Nacionales Mayores,22,PN Baritú
PN,Baritú,8,2015,Residentes,Residentes Provinciales,8,PN Baritú
PN,Baritú,8,2015,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,8,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,8,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,8,2015,Residentes,Menores,,PN Baritú
PN,Baritú,9,2015,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,9,2015,Residentes,Nacionales Mayores,16,PN Baritú
PN,Baritú,9,2015,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,9,2015,Residentes,Residentes Locales,4,PN Baritú
PN,Baritú,9,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,9,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,9,2015,Residentes,Menores,,PN Baritú
PN,Baritú,10,2015,Extranjeros,Extranjeros,3,PN Baritú
PN,Baritú,10,2015,Residentes,Nacionales Mayores,3,PN Baritú
PN,Baritú,10,2015,Residentes,Residentes Provinciales,7,PN Baritú
PN,Baritú,10,2015,Residentes,Residentes Locales,10,PN Baritú
PN,Baritú,10,2015,Residentes,Estudiantes,45,PN Baritú
PN,Baritú,10,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,10,2015,Residentes,Menores,,PN Baritú
PN,Baritú,11,2015,Extranjeros,Extranjeros,29,PN Baritú
PN,Baritú,11,2015,Residentes,Nacionales Mayores,5,PN Baritú
PN,Baritú,11,2015,Residentes,Residentes Provinciales,5,PN Baritú
PN,Baritú,11,2015,Residentes,Residentes Locales,3,PN Baritú
PN,Baritú,11,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,11,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,11,2015,Residentes,Menores,3,PN Baritú
PN,Baritú,12,2015,Extranjeros,Extranjeros,13,PN Baritú
PN,Baritú,12,2015,Residentes,Nacionales Mayores,7,PN Baritú
PN,Baritú,12,2015,Residentes,Residentes Provinciales,4,PN Baritú
PN,Baritú,12,2015,Residentes,Residentes Locales,12,PN Baritú
PN,Baritú,12,2015,Residentes,Estudiantes,,PN Baritú
PN,Baritú,12,2015,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,12,2015,Residentes,Menores,,PN Baritú
PN,Baritú,1,2016,Extranjeros,Extranjeros,3,PN Baritú
PN,Baritú,1,2016,Residentes,Nacionales Mayores,8,PN Baritú
PN,Baritú,1,2016,Residentes,Residentes Provinciales,6,PN Baritú
PN,Baritú,1,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,1,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,1,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,1,2016,Residentes,Menores,6,PN Baritú
PN,Baritú,2,2016,Extranjeros,Extranjeros,4,PN Baritú
PN,Baritú,2,2016,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,2,2016,Residentes,Residentes Provinciales,5,PN Baritú
PN,Baritú,2,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,2,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,2,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,2,2016,Residentes,Menores,2,PN Baritú
PN,Baritú,3,2016,Extranjeros,Extranjeros,10,PN Baritú
PN,Baritú,3,2016,Residentes,Nacionales Mayores,14,PN Baritú
PN,Baritú,3,2016,Residentes,Residentes Provinciales,16,PN Baritú
PN,Baritú,3,2016,Residentes,Residentes Locales,6,PN Baritú
PN,Baritú,3,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,3,2016,Residentes,Jubilados y Pensionados,5,PN Baritú
PN,Baritú,3,2016,Residentes,Menores,3,PN Baritú
PN,Baritú,4,2016,Extranjeros,Extranjeros,4,PN Baritú
PN,Baritú,4,2016,Residentes,Nacionales Mayores,8,PN Baritú
PN,Baritú,4,2016,Residentes,Residentes Provinciales,1,PN Baritú
PN,Baritú,4,2016,Residentes,Residentes Locales,4,PN Baritú
PN,Baritú,4,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,4,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,4,2016,Residentes,Menores,3,PN Baritú
PN,Baritú,5,2016,Extranjeros,Extranjeros,3,PN Baritú
PN,Baritú,5,2016,Residentes,Nacionales Mayores,4,PN Baritú
PN,Baritú,5,2016,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,5,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,5,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,5,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,5,2016,Residentes,Menores,,PN Baritú
PN,Baritú,6,2016,Extranjeros,Extranjeros,4,PN Baritú
PN,Baritú,6,2016,Residentes,Nacionales Mayores,10,PN Baritú
PN,Baritú,6,2016,Residentes,Residentes Provinciales,14,PN Baritú
PN,Baritú,6,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,6,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,6,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,6,2016,Residentes,Menores,,PN Baritú
PN,Baritú,7,2016,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,7,2016,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,7,2016,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,7,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,7,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,7,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,7,2016,Residentes,Menores,,PN Baritú
PN,Baritú,8,2016,Extranjeros,Extranjeros,3,PN Baritú
PN,Baritú,8,2016,Residentes,Nacionales Mayores,15,PN Baritú
PN,Baritú,8,2016,Residentes,Residentes Provinciales,23,PN Baritú
PN,Baritú,8,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,8,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,8,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,8,2016,Residentes,Menores,,PN Baritú
PN,Baritú,9,2016,Extranjeros,Extranjeros,3,PN Baritú
PN,Baritú,9,2016,Residentes,Nacionales Mayores,27,PN Baritú
PN,Baritú,9,2016,Residentes,Residentes Provinciales,23,PN Baritú
PN,Baritú,9,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,9,2016,Residentes,Estudiantes,7,PN Baritú
PN,Baritú,9,2016,Residentes,Jubilados y Pensionados,4,PN Baritú
PN,Baritú,9,2016,Residentes,Menores,2,PN Baritú
PN,Baritú,10,2016,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,10,2016,Residentes,Nacionales Mayores,5,PN Baritú
PN,Baritú,10,2016,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,10,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,10,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,10,2016,Residentes,Jubilados y Pensionados,2,PN Baritú
PN,Baritú,10,2016,Residentes,Menores,,PN Baritú
PN,Baritú,11,2016,Extranjeros,Extranjeros,4,PN Baritú
PN,Baritú,11,2016,Residentes,Nacionales Mayores,6,PN Baritú
PN,Baritú,11,2016,Residentes,Residentes Provinciales,4,PN Baritú
PN,Baritú,11,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,11,2016,Residentes,Estudiantes,2,PN Baritú
PN,Baritú,11,2016,Residentes,Jubilados y Pensionados,2,PN Baritú
PN,Baritú,11,2016,Residentes,Menores,,PN Baritú
PN,Baritú,12,2016,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,12,2016,Residentes,Nacionales Mayores,3,PN Baritú
PN,Baritú,12,2016,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,12,2016,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,12,2016,Residentes,Estudiantes,,PN Baritú
PN,Baritú,12,2016,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,12,2016,Residentes,Menores,,PN Baritú
PN,Baritú,1,2017,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,1,2017,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,1,2017,Residentes,Residentes Provinciales,2,PN Baritú
PN,Baritú,1,2017,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,1,2017,Residentes,Estudiantes,,PN Baritú
PN,Baritú,1,2017,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,1,2017,Residentes,Menores,,PN Baritú
PN,Baritú,2,2017,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,2,2017,Residentes,Nacionales Mayores,,PN Baritú
PN,Baritú,2,2017,Residentes,Residentes Provinciales,2,PN Baritú
PN,Baritú,2,2017,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,2,2017,Residentes,Estudiantes,,PN Baritú
PN,Baritú,2,2017,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,2,2017,Residentes,Menores,,PN Baritú
PN,Baritú,3,2017,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,3,2017,Residentes,Nacionales Mayores,8,PN Baritú
PN,Baritú,3,2017,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,3,2017,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,3,2017,Residentes,Estudiantes,,PN Baritú
PN,Baritú,3,2017,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,3,2017,Residentes,Menores,,PN Baritú
PN,Baritú,4,2017,Extranjeros,Extranjeros,2,PN Baritú
PN,Baritú,4,2017,Residentes,Nacionales Mayores,3,PN Baritú
PN,Baritú,4,2017,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,4,2017,Residentes,Residentes Locales,,PN Baritú
PN,Baritú,4,2017,Residentes,Estudiantes,,PN Baritú
PN,Baritú,4,2017,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,4,2017,Residentes,Menores,,PN Baritú
PN,Baritú,5,2017,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,5,2017,Residentes,Nacionales Mayores,2,PN Baritú
PN,Baritú,5,2017,Residentes,Residentes Provinciales,,PN Baritú
PN,Baritú,5,2017,Residentes,Residentes Locales,2,PN Baritú
PN,Baritú,5,2017,Residentes,Estudiantes,,PN Baritú
PN,Baritú,5,2017,Residentes,Jubilados y Pensionados,,PN Baritú
PN,Baritú,5,2017,Residentes,Menores,,PN Baritú
PN,Baritú,6,2017,Extranjeros,Extranjeros,,PN Baritú
PN,Baritú,6,2017,Residentes,Nacionales Mayores,6,PN Baritú
PN,Baritú,6,2017,Residentes,Residentes Provinciales,4,PN Baritú
PN,Baritú,6,2017,Residentes,Residentes Locales,,PN Baritú
